     0.567     -0.384      1.357      0.468     -0.266      1.150      0.500     -0.483      0.258     -0.500 95571819
    -0.732     -0.443     -0.726      0.162      0.529      1.733     -0.500      0.753      1.758     -0.500 99619460
     0.809     -1.019     -0.244      1.185     -1.359     -3.267     -0.500      0.012     -0.242     -0.500 97579985
    -0.156     -1.019      0.430      0.898     -1.027      0.233      0.500      0.913      0.758     -0.500 98578842
    -0.289      1.142      0.237     -1.129     -0.065     -1.850     -0.500     -0.929     -1.742     -0.500 95716388
    -0.981      1.291      0.876     -0.361      0.614     -0.350      0.500     -0.929     -1.742      0.500 95578346
    -0.988      0.937     -0.493      0.407      0.903     -0.517     -0.500     -1.304     -0.742      0.500 93504988
    -0.435     -0.051      0.638     -0.023     -0.344      1.400      0.500      0.230     -0.742     -0.500 98579997
    -0.196     -0.717     -0.271     -0.239     -0.003     -1.767      0.500      0.589     -0.742     -0.500 95716384
     0.751     -1.019      1.335      0.898     -0.337     -1.600      0.500      0.962      1.758     -0.500 90716822
    -0.202      1.311     -0.460     -0.893     -0.336     -1.600     -0.500     -0.205      0.258      0.500 91586980
     0.292      1.947      0.197      0.939     -1.510      0.066     -0.500      0.012      0.758     -0.500 91576736
    -0.103      1.260     -0.034      0.653     -1.305     -0.517     -0.500      0.376      0.258     -0.500 96570625
    -0.311      3.674     -1.610      0.120      0.545      1.233     -0.500     -0.370     -1.742      0.500 96578743
     1.030     -0.384      0.210     -1.323      0.244      2.150      0.500      0.306     -0.742     -0.500 91578343
    -1.227     -1.019      0.422     -0.534     -1.227     -1.267      0.500     -0.236     -0.742      0.500 97571509
     1.020      0.250          *     -0.239      1.651      2.816      0.500     -0.064      0.258     -0.500 91573334
     1.149     -0.384      1.574      1.185      0.651     -0.517      0.500     -0.406      0.758     -0.500 91579297
     1.030     -0.665      1.812      0.449      0.132     -0.600     -0.500      0.230      1.258     -0.500 92575864
    -0.471     -0.717      0.659      1.185      0.470      1.150     -0.500      0.341      0.258     -0.500 96570212
    -0.453      0.948     -0.263      0.898     -0.378      0.316      0.500     -0.268     -1.742      0.500 91578040
    -0.155     -1.019     -0.727      1.185     -1.001     -1.934      0.500      0.629      0.758     -0.500 96315589
    -0.539     -0.114      0.184     -1.652      0.989      0.233     -0.500      0.532     -0.742     -0.500 96578047
     0.873      2.221     -0.713      1.185      0.066     -0.767     -0.500     -0.268     -0.242     -0.500 94574412
